Year,Series,Edad,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2020,Tasa de ocupación,16 años y más,,,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,58.2
2020,Tasa de ocupación,16 años y más,,,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,54.8
2015,Tasa de ocupación,16 años y más,,,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,52.9
2018,Tasa de ocupación,16 años y más,,,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,56.3
2010,Tasa de ocupación,16 años y más,,,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,53.2
2021,Tasa de ocupación,16 años y más,,,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,56.2
2023,Tasa de ocupación,16 años y más,,,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,58.4
2019,Tasa de ocupación,16 años y más,,,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,55.8
2016,Tasa de ocupación,16 años y más,,,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,54.6
2022,Tasa de ocupación,16 años y más,,,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,58.0
2023,Tasa de ocupación,16 años y más,,,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,49.6
2010,Tasa de ocupación,16 años y más,,,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,49.5
2021,Tasa de ocupación,16 años y más,,,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,47.6
2020,Tasa de ocupación,16 años y más,,,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,48.6
2016,Tasa de ocupación,16 años y más,,,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,46.4
2019,Tasa de ocupación,16 años y más,,,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,48.1
2022,Tasa de ocupación,16 años y más,,,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,48.8
2018,Tasa de ocupación,16 años y más,,,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,48.4
2015,Tasa de ocupación,16 años y más,,,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,46.4
2021,Tasa de ocupación,16 años y más,,,,,Arratzu,Porcentaje,Arratzu,49.0
2022,Tasa de ocupación,16 años y más,,,,,Arratzu,Porcentaje,Arratzu,51.7
2016,Tasa de ocupación,16 años y más,,,,,Arratzu,Porcentaje,Arratzu,54.2
2023,Tasa de ocupación,16 años y más,,,,,Arratzu,Porcentaje,Arratzu,55.9
2010,Tasa de ocupación,16 años y más,,,,,Arratzu,Porcentaje,Arratzu,54.8
2018,Tasa de ocupación,16 años y más,,,,,Arratzu,Porcentaje,Arratzu,53.7
2015,Tasa de ocupación,16 años y más,,,,,Arratzu,Porcentaje,Arratzu,54.0
2019,Tasa de ocupación,16 años y más,,,,,Arratzu,Porcentaje,Arratzu,51.3
2020,Tasa de ocupación,16 años y más,,,,,Arratzu,Porcentaje,Arratzu,52.5
2010,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,60.3
2020,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,55.4
2023,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,56.6
2021,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,55.2
2015,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,57.8
2019,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,57.6
2018,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,56.3
2016,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,59.6
2022,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,57.5
2023,Tasa de ocupación,16 años y más,,,,,Arrieta,Porcentaje,Arrieta,56.5
2016,Tasa de ocupación,16 años y más,,,,,Arrieta,Porcentaje,Arrieta,54.8
2022,Tasa de ocupación,16 años y más,,,,,Arrieta,Porcentaje,Arrieta,57.6
2010,Tasa de ocupación,16 años y más,,,,,Arrieta,Porcentaje,Arrieta,54.1
2019,Tasa de ocupación,16 años y más,,,,,Arrieta,Porcentaje,Arrieta,55.1
2015,Tasa de ocupación,16 años y más,,,,,Arrieta,Porcentaje,Arrieta,53.7
2018,Tasa de ocupación,16 años y más,,,,,Arrieta,Porcentaje,Arrieta,54.0
2021,Tasa de ocupación,16 años y más,,,,,Arrieta,Porcentaje,Arrieta,56.2
2020,Tasa de ocupación,16 años y más,,,,,Arrieta,Porcentaje,Arrieta,53.2
2018,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,Porcentaje,Arrigorriaga,53.2
2021,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,Porcentaje,Arrigorriaga,53.1
2019,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,Porcentaje,Arrigorriaga,54.1
2010,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,Porcentaje,Arrigorriaga,54.7
2023,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,Porcentaje,Arrigorriaga,56.0
2022,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,Porcentaje,Arrigorriaga,54.3
2015,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,Porcentaje,Arrigorriaga,51.4
2020,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,Porcentaje,Arrigorriaga,54.1
2016,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,Porcentaje,Arrigorriaga,51.3
2019,Tasa de ocupación,16 años y más,,,,,Artea,Porcentaje,Artea,52.8
2016,Tasa de ocupación,16 años y más,,,,,Artea,Porcentaje,Artea,49.4
2021,Tasa de ocupación,16 años y más,,,,,Artea,Porcentaje,Artea,49.0
2022,Tasa de ocupación,16 años y más,,,,,Artea,Porcentaje,Artea,51.3
2020,Tasa de ocupación,16 años y más,,,,,Artea,Porcentaje,Artea,51.3
2015,Tasa de ocupación,16 años y más,,,,,Artea,Porcentaje,Artea,51.7
2023,Tasa de ocupación,16 años y más,,,,,Artea,Porcentaje,Artea,52.5
2010,Tasa de ocupación,16 años y más,,,,,Artea,Porcentaje,Artea,55.7
2018,Tasa de ocupación,16 años y más,,,,,Artea,Porcentaje,Artea,51.2
2010,Tasa de ocupación,16 años y más,,,,,Artzentales,Porcentaje,Artzentales,48.8
2019,Tasa de ocupación,16 años y más,,,,,Artzentales,Porcentaje,Artzentales,45.7
2016,Tasa de ocupación,16 años y más,,,,,Artzentales,Porcentaje,Artzentales,44.3
2015,Tasa de ocupación,16 años y más,,,,,Artzentales,Porcentaje,Artzentales,46.4
2023,Tasa de ocupación,16 años y más,,,,,Artzentales,Porcentaje,Artzentales,48.6
2021,Tasa de ocupación,16 años y más,,,,,Artzentales,Porcentaje,Artzentales,45.8
2018,Tasa de ocupación,16 años y más,,,,,Artzentales,Porcentaje,Artzentales,46.3
2022,Tasa de ocupación,16 años y más,,,,,Artzentales,Porcentaje,Artzentales,44.9
2020,Tasa de ocupación,16 años y más,,,,,Artzentales,Porcentaje,Artzentales,47.3
2020,Tasa de ocupación,16 años y más,,,,,Artziniega,Porcentaje,Artziniega,53.1
2010,Tasa de ocupación,16 años y más,,,,,Artziniega,Porcentaje,Artziniega,54.4
2018,Tasa de ocupación,16 años y más,,,,,Artziniega,Porcentaje,Artziniega,54.3
2022,Tasa de ocupación,16 años y más,,,,,Artziniega,Porcentaje,Artziniega,54.1
2023,Tasa de ocupación,16 años y más,,,,,Artziniega,Porcentaje,Artziniega,54.8
2015,Tasa de ocupación,16 años y más,,,,,Artziniega,Porcentaje,Artziniega,53.6
2019,Tasa de ocupación,16 años y más,,,,,Artziniega,Porcentaje,Artziniega,53.4
2021,Tasa de ocupación,16 años y más,,,,,Artziniega,Porcentaje,Artziniega,53.0
2016,Tasa de ocupación,16 años y más,,,,,Artziniega,Porcentaje,Artziniega,52.2
2021,Tasa de ocupación,16 años y más,,,,,Asparrena,Porcentaje,Asparrena,49.9
2018,Tasa de ocupación,16 años y más,,,,,Asparrena,Porcentaje,Asparrena,52.3
2020,Tasa de ocupación,16 años y más,,,,,Asparrena,Porcentaje,Asparrena,51.0
2016,Tasa de ocupación,16 años y más,,,,,Asparrena,Porcentaje,Asparrena,50.9
2010,Tasa de ocupación,16 años y más,,,,,Asparrena,Porcentaje,Asparrena,53.0
2022,Tasa de ocupación,16 años y más,,,,,Asparrena,Porcentaje,Asparrena,51.9
2019,Tasa de ocupación,16 años y más,,,,,Asparrena,Porcentaje,Asparrena,50.8
2015,Tasa de ocupación,16 años y más,,,,,Asparrena,Porcentaje,Asparrena,49.7
2023,Tasa de ocupación,16 años y más,,,,,Asparrena,Porcentaje,Asparrena,53.6
2019,Tasa de ocupación,16 años y más,,,,,Asteasu,Porcentaje,Asteasu,59.1
2018,Tasa de ocupación,16 años y más,,,,,Asteasu,Porcentaje,Asteasu,59.3
2016,Tasa de ocupación,16 años y más,,,,,Asteasu,Porcentaje,Asteasu,57.4
2010,Tasa de ocupación,16 años y más,,,,,Asteasu,Porcentaje,Asteasu,59.2
2015,Tasa de ocupación,16 años y más,,,,,Asteasu,Porcentaje,Asteasu,58.6
2023,Tasa de ocupación,16 años y más,,,,,Asteasu,Porcentaje,Asteasu,60.1
2022,Tasa de ocupación,16 años y más,,,,,Asteasu,Porcentaje,Asteasu,58.5
2020,Tasa de ocupación,16 años y más,,,,,Asteasu,Porcentaje,Asteasu,58.8
2021,Tasa de ocupación,16 años y más,,,,,Asteasu,Porcentaje,Asteasu,57.2
2019,Tasa de ocupación,16 años y más,,,,,Astigarraga,Porcentaje,Astigarraga,67.6
2020,Tasa de ocupación,16 años y más,,,,,Astigarraga,Porcentaje,Astigarraga,68.3
2016,Tasa de ocupación,16 años y más,,,,,Astigarraga,Porcentaje,Astigarraga,64.5
2022,Tasa de ocupación,16 años y más,,,,,Astigarraga,Porcentaje,Astigarraga,68.3
2018,Tasa de ocupación,16 años y más,,,,,Astigarraga,Porcentaje,Astigarraga,65.8
2023,Tasa de ocupación,16 años y más,,,,,Astigarraga,Porcentaje,Astigarraga,69.2
2015,Tasa de ocupación,16 años y más,,,,,Astigarraga,Porcentaje,Astigarraga,63.8
2010,Tasa de ocupación,16 años y más,,,,,Astigarraga,Porcentaje,Astigarraga,61.5
2021,Tasa de ocupación,16 años y más,,,,,Astigarraga,Porcentaje,Astigarraga,67.6
2021,Tasa de ocupación,16 años y más,,,,,Ataun,Porcentaje,Ataun,52.8
2019,Tasa de ocupación,16 años y más,,,,,Ataun,Porcentaje,Ataun,53.1
2010,Tasa de ocupación,16 años y más,,,,,Ataun,Porcentaje,Ataun,54.3
2018,Tasa de ocupación,16 años y más,,,,,Ataun,Porcentaje,Ataun,53.0
2022,Tasa de ocupación,16 años y más,,,,,Ataun,Porcentaje,Ataun,54.9
2023,Tasa de ocupación,16 años y más,,,,,Ataun,Porcentaje,Ataun,53.6
2020,Tasa de ocupación,16 años y más,,,,,Ataun,Porcentaje,Ataun,53.0
2016,Tasa de ocupación,16 años y más,,,,,Ataun,Porcentaje,Ataun,51.8
2015,Tasa de ocupación,16 años y más,,,,,Ataun,Porcentaje,Ataun,52.7
2016,Tasa de ocupación,16 años y más,,,,,Atxondo,Porcentaje,Atxondo,51.8
2019,Tasa de ocupación,16 años y más,,,,,Atxondo,Porcentaje,Atxondo,52.9
2023,Tasa de ocupación,16 años y más,,,,,Atxondo,Porcentaje,Atxondo,53.5
2018,Tasa de ocupación,16 años y más,,,,,Atxondo,Porcentaje,Atxondo,52.9
2021,Tasa de ocupación,16 años y más,,,,,Atxondo,Porcentaje,Atxondo,51.3
2010,Tasa de ocupación,16 años y más,,,,,Atxondo,Porcentaje,Atxondo,52.3
2020,Tasa de ocupación,16 años y más,,,,,Atxondo,Porcentaje,Atxondo,50.0
2022,Tasa de ocupación,16 años y más,,,,,Atxondo,Porcentaje,Atxondo,52.3
2015,Tasa de ocupación,16 años y más,,,,,Atxondo,Porcentaje,Atxondo,48.8
2019,Tasa de ocupación,16 años y más,,,,,Aulesti,Porcentaje,Aulesti,48.5
2023,Tasa de ocupación,16 años y más,,,,,Aulesti,Porcentaje,Aulesti,47.9
2010,Tasa de ocupación,16 años y más,,,,,Aulesti,Porcentaje,Aulesti,47.7
2022,Tasa de ocupación,16 años y más,,,,,Aulesti,Porcentaje,Aulesti,47.4
2020,Tasa de ocupación,16 años y más,,,,,Aulesti,Porcentaje,Aulesti,47.5
2015,Tasa de ocupación,16 años y más,,,,,Aulesti,Porcentaje,Aulesti,47.8
2016,Tasa de ocupación,16 años y más,,,,,Aulesti,Porcentaje,Aulesti,48.8
2021,Tasa de ocupación,16 años y más,,,,,Aulesti,Porcentaje,Aulesti,47.4
2018,Tasa de ocupación,16 años y más,,,,,Aulesti,Porcentaje,Aulesti,49.2
2010,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,57.4
2023,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,58.5
2021,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,56.7
2015,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,56.8
2018,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,58.3
2020,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,57.5
2022,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,58.2
2016,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,56.5
2019,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,57.8
2010,Tasa de ocupación,16 años y más,,,,,Azkoitia,Porcentaje,Azkoitia,51.3
2021,Tasa de ocupación,16 años y más,,,,,Azkoitia,Porcentaje,Azkoitia,53.3
2016,Tasa de ocupación,16 años y más,,,,,Azkoitia,Porcentaje,Azkoitia,50.2
2020,Tasa de ocupación,16 años y más,,,,,Azkoitia,Porcentaje,Azkoitia,54.7
2018,Tasa de ocupación,16 años y más,,,,,Azkoitia,Porcentaje,Azkoitia,53.3
2022,Tasa de ocupación,16 años y más,,,,,Azkoitia,Porcentaje,Azkoitia,54.9
2015,Tasa de ocupación,16 años y más,,,,,Azkoitia,Porcentaje,Azkoitia,50.0
2019,Tasa de ocupación,16 años y más,,,,,Azkoitia,Porcentaje,Azkoitia,54.2
2023,Tasa de ocupación,16 años y más,,,,,Azkoitia,Porcentaje,Azkoitia,55.2
2010,Tasa de ocupación,16 años y más,,,,,Azpeitia,Porcentaje,Azpeitia,52.2
2023,Tasa de ocupación,16 años y más,,,,,Azpeitia,Porcentaje,Azpeitia,54.8
2021,Tasa de ocupación,16 años y más,,,,,Azpeitia,Porcentaje,Azpeitia,52.8
2018,Tasa de ocupación,16 años y más,,,,,Azpeitia,Porcentaje,Azpeitia,52.8
2019,Tasa de ocupación,16 años y más,,,,,Azpeitia,Porcentaje,Azpeitia,53.5
2016,Tasa de ocupación,16 años y más,,,,,Azpeitia,Porcentaje,Azpeitia,49.9
2015,Tasa de ocupación,16 años y más,,,,,Azpeitia,Porcentaje,Azpeitia,49.2
2022,Tasa de ocupación,16 años y más,,,,,Azpeitia,Porcentaje,Azpeitia,54.2
2020,Tasa de ocupación,16 años y más,,,,,Azpeitia,Porcentaje,Azpeitia,53.5
2018,Tasa de ocupación,16 años y más,,,,,Bakio,Porcentaje,Bakio,56.0
2016,Tasa de ocupación,16 años y más,,,,,Bakio,Porcentaje,Bakio,55.3
2021,Tasa de ocupación,16 años y más,,,,,Bakio,Porcentaje,Bakio,56.4
2023,Tasa de ocupación,16 años y más,,,,,Bakio,Porcentaje,Bakio,58.7
2015,Tasa de ocupación,16 años y más,,,,,Bakio,Porcentaje,Bakio,56.4
2010,Tasa de ocupación,16 años y más,,,,,Bakio,Porcentaje,Bakio,55.8
2022,Tasa de ocupación,16 años y más,,,,,Bakio,Porcentaje,Bakio,58.0
2020,Tasa de ocupación,16 años y más,,,,,Bakio,Porcentaje,Bakio,56.5
2019,Tasa de ocupación,16 años y más,,,,,Bakio,Porcentaje,Bakio,56.5
2023,Tasa de ocupación,16 años y más,,,,,Baliarrain,Porcentaje,Baliarrain,72.6
2019,Tasa de ocupación,16 años y más,,,,,Baliarrain,Porcentaje,Baliarrain,65.1
2015,Tasa de ocupación,16 años y más,,,,,Baliarrain,Porcentaje,Baliarrain,62.8
2022,Tasa de ocupación,16 años y más,,,,,Baliarrain,Porcentaje,Baliarrain,63.7
2018,Tasa de ocupación,16 años y más,,,,,Baliarrain,Porcentaje,Baliarrain,66.0
2016,Tasa de ocupación,16 años y más,,,,,Baliarrain,Porcentaje,Baliarrain,62.6
2010,Tasa de ocupación,16 años y más,,,,,Baliarrain,Porcentaje,Baliarrain,60.0
2021,Tasa de ocupación,16 años y más,,,,,Baliarrain,Porcentaje,Baliarrain,60.5
2020,Tasa de ocupación,16 años y más,,,,,Baliarrain,Porcentaje,Baliarrain,60.7
2018,Tasa de ocupación,16 años y más,,,,,Balmaseda,Porcentaje,Balmaseda,44.8
2016,Tasa de ocupación,16 años y más,,,,,Balmaseda,Porcentaje,Balmaseda,43.9
2010,Tasa de ocupación,16 años y más,,,,,Balmaseda,Porcentaje,Balmaseda,46.4
2019,Tasa de ocupación,16 años y más,,,,,Balmaseda,Porcentaje,Balmaseda,45.7
2015,Tasa de ocupación,16 años y más,,,,,Balmaseda,Porcentaje,Balmaseda,44.5
2023,Tasa de ocupación,16 años y más,,,,,Balmaseda,Porcentaje,Balmaseda,47.6
2021,Tasa de ocupación,16 años y más,,,,,Balmaseda,Porcentaje,Balmaseda,45.9
2022,Tasa de ocupación,16 años y más,,,,,Balmaseda,Porcentaje,Balmaseda,46.6
2020,Tasa de ocupación,16 años y más,,,,,Balmaseda,Porcentaje,Balmaseda,46.6
2021,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,47.8
2023,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,52.5
2019,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,47.8
2020,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,47.3
2022,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,50.7
2018,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,48.8
2016,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,46.4
2010,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,49.0
2015,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,48.7
2019,Tasa de ocupación,16 años y más,,,,,Barakaldo,Porcentaje,Barakaldo,49.2
2020,Tasa de ocupación,16 años y más,,,,,Barakaldo,Porcentaje,Barakaldo,49.7
2022,Tasa de ocupación,16 años y más,,,,,Barakaldo,Porcentaje,Barakaldo,50.4
2018,Tasa de ocupación,16 años y más,,,,,Barakaldo,Porcentaje,Barakaldo,48.4
2010,Tasa de ocupación,16 años y más,,,,,Barakaldo,Porcentaje,Barakaldo,48.5
2021,Tasa de ocupación,16 años y más,,,,,Barakaldo,Porcentaje,Barakaldo,48.4
2016,Tasa de ocupación,16 años y más,,,,,Barakaldo,Porcentaje,Barakaldo,46.7
2015,Tasa de ocupación,16 años y más,,,,,Barakaldo,Porcentaje,Barakaldo,46.7
2023,Tasa de ocupación,16 años y más,,,,,Barakaldo,Porcentaje,Barakaldo,51.5
2022,Tasa de ocupación,16 años y más,,,,,Barrika,Porcentaje,Barrika,51.9
2019,Tasa de ocupación,16 años y más,,,,,Barrika,Porcentaje,Barrika,48.5
2021,Tasa de ocupación,16 años y más,,,,,Barrika,Porcentaje,Barrika,49.1
2023,Tasa de ocupación,16 años y más,,,,,Barrika,Porcentaje,Barrika,52.6
2010,Tasa de ocupación,16 años y más,,,,,Barrika,Porcentaje,Barrika,51.9
2015,Tasa de ocupación,16 años y más,,,,,Barrika,Porcentaje,Barrika,49.2
2018,Tasa de ocupación,16 años y más,,,,,Barrika,Porcentaje,Barrika,49.6
2020,Tasa de ocupación,16 años y más,,,,,Barrika,Porcentaje,Barrika,49.6
2016,Tasa de ocupación,16 años y más,,,,,Barrika,Porcentaje,Barrika,47.6
2023,Tasa de ocupación,16 años y más,,,,,Barrundia,Porcentaje,Barrundia,57.7
2022,Tasa de ocupación,16 años y más,,,,,Barrundia,Porcentaje,Barrundia,59.5
2021,Tasa de ocupación,16 años y más,,,,,Barrundia,Porcentaje,Barrundia,58.2
2010,Tasa de ocupación,16 años y más,,,,,Barrundia,Porcentaje,Barrundia,63.3
2016,Tasa de ocupación,16 años y más,,,,,Barrundia,Porcentaje,Barrundia,60.7
2018,Tasa de ocupación,16 años y más,,,,,Barrundia,Porcentaje,Barrundia,61.8
2019,Tasa de ocupación,16 años y más,,,,,Barrundia,Porcentaje,Barrundia,61.5
2020,Tasa de ocupación,16 años y más,,,,,Barrundia,Porcentaje,Barrundia,57.6
2015,Tasa de ocupación,16 años y más,,,,,Barrundia,Porcentaje,Barrundia,61.3
2022,Tasa de ocupación,16 años y más,,,,,Basauri,Porcentaje,Basauri,46.6
2023,Tasa de ocupación,16 años y más,,,,,Basauri,Porcentaje,Basauri,47.8
2016,Tasa de ocupación,16 años y más,,,,,Basauri,Porcentaje,Basauri,43.8
2015,Tasa de ocupación,16 años y más,,,,,Basauri,Porcentaje,Basauri,43.7
2010,Tasa de ocupación,16 años y más,,,,,Basauri,Porcentaje,Basauri,46.5
2018,Tasa de ocupación,16 años y más,,,,,Basauri,Porcentaje,Basauri,45.5
2020,Tasa de ocupación,16 años y más,,,,,Basauri,Porcentaje,Basauri,46.2
2019,Tasa de ocupación,16 años y más,,,,,Basauri,Porcentaje,Basauri,45.7
2021,Tasa de ocupación,16 años y más,,,,,Basauri,Porcentaje,Basauri,45.5
2010,Tasa de ocupación,16 años y más,,,,,Beasain,Porcentaje,Beasain,52.3
2015,Tasa de ocupación,16 años y más,,,,,Beasain,Porcentaje,Beasain,51.4
2018,Tasa de ocupación,16 años y más,,,,,Beasain,Porcentaje,Beasain,52.9
2019,Tasa de ocupación,16 años y más,,,,,Beasain,Porcentaje,Beasain,53.6
2021,Tasa de ocupación,16 años y más,,,,,Beasain,Porcentaje,Beasain,52.3
2022,Tasa de ocupación,16 años y más,,,,,Beasain,Porcentaje,Beasain,52.9
2020,Tasa de ocupación,16 años y más,,,,,Beasain,Porcentaje,Beasain,53.8
2016,Tasa de ocupación,16 años y más,,,,,Beasain,Porcentaje,Beasain,51.0
2023,Tasa de ocupación,16 años y más,,,,,Beasain,Porcentaje,Beasain,52.8
2016,Tasa de ocupación,16 años y más,,,,,Bedia,Porcentaje,Bedia,50.5
2019,Tasa de ocupación,16 años y más,,,,,Bedia,Porcentaje,Bedia,54.3
2023,Tasa de ocupación,16 años y más,,,,,Bedia,Porcentaje,Bedia,55.3
2010,Tasa de ocupación,16 años y más,,,,,Bedia,Porcentaje,Bedia,49.2
2018,Tasa de ocupación,16 años y más,,,,,Bedia,Porcentaje,Bedia,51.1
2022,Tasa de ocupación,16 años y más,,,,,Bedia,Porcentaje,Bedia,52.7
2015,Tasa de ocupación,16 años y más,,,,,Bedia,Porcentaje,Bedia,52.7
2020,Tasa de ocupación,16 años y más,,,,,Bedia,Porcentaje,Bedia,52.9
2021,Tasa de ocupación,16 años y más,,,,,Bedia,Porcentaje,Bedia,51.9
2016,Tasa de ocupación,16 años y más,,,,,Beizama,Porcentaje,Beizama,51.0
2022,Tasa de ocupación,16 años y más,,,,,Beizama,Porcentaje,Beizama,58.9
2015,Tasa de ocupación,16 años y más,,,,,Beizama,Porcentaje,Beizama,58.7
2018,Tasa de ocupación,16 años y más,,,,,Beizama,Porcentaje,Beizama,52.7
2010,Tasa de ocupación,16 años y más,,,,,Beizama,Porcentaje,Beizama,53.7
2021,Tasa de ocupación,16 años y más,,,,,Beizama,Porcentaje,Beizama,57.1
2020,Tasa de ocupación,16 años y más,,,,,Beizama,Porcentaje,Beizama,55.8
2023,Tasa de ocupación,16 años y más,,,,,Beizama,Porcentaje,Beizama,59.3
2019,Tasa de ocupación,16 años y más,,,,,Beizama,Porcentaje,Beizama,48.5
2021,Tasa de ocupación,16 años y más,,,,,Belauntza,Porcentaje,Belauntza,47.2
2022,Tasa de ocupación,16 años y más,,,,,Belauntza,Porcentaje,Belauntza,47.7
2020,Tasa de ocupación,16 años y más,,,,,Belauntza,Porcentaje,Belauntza,48.4
2023,Tasa de ocupación,16 años y más,,,,,Belauntza,Porcentaje,Belauntza,50.2
2018,Tasa de ocupación,16 años y más,,,,,Belauntza,Porcentaje,Belauntza,50.7
2016,Tasa de ocupación,16 años y más,,,,,Belauntza,Porcentaje,Belauntza,50.7
2015,Tasa de ocupación,16 años y más,,,,,Belauntza,Porcentaje,Belauntza,51.1
